model,outlier,graph_distance
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,dnotitia/Smoothie-Qwen3-1.7B,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-Math-7B,3.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,fluently/FluentlyQwen3-1.7B,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,PowerInfer/SmallThinker-3B-Preview,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen2.5-0.5B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,unsloth/Qwen2.5-0.5B-Instruct,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Tesslate/UIGEN-X-4B-0729,14.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,Qwen/Qwen3-1.7B,13.0
nvidia/OpenCodeReasoning-Nemotron-1.1-7B,janhq/Jan-v1-edge,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,arcee-ai/Meraj-Mini,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Gensyn/Qwen2.5-7B-Instruct,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-7B-Instruct,1.0
nvidia/OpenCodeReasoning-Nemotron-7B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,3.0
nvidia/OpenCodeReasoning-Nemotron-7B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Jurema-br/Jurema-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-7B,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-7B-Instruct-1M,3.0
nvidia/OpenCodeReasoning-Nemotron-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,2.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2-7B,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2-7B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-Coder-7B,3.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-Coder-7B-Instruct,4.0
nvidia/OpenCodeReasoning-Nemotron-7B,DeepHat/DeepHat-V1-7B,4.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-Coder-1.5B-Instruct,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-0.5B,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,beyoru/Luna,
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen3-4B-Thinking-2507-FP8,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen3-4B-Instruct-2507,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,janhq/Jan-v1-4B,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen3-4B-Thinking-2507,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,Tesslate/WEBGEN-4B-Preview,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,huihui-ai/Huihui-Jan-v1-4B-abliterated,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,continuedev/instinct,4.0
nvidia/OpenCodeReasoning-Nemotron-7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-0.5B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,unsloth/Qwen2.5-0.5B-Instruct,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,14.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-3B,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen2.5-3B-Instruct,13.0
nvidia/OpenCodeReasoning-Nemotron-7B,Qwen/Qwen3-0.6B-Base,12.0
nvidia/OpenCodeReasoning-Nemotron-7B,Tesslate/UIGEN-X-4B-0729,14.0
nvidia/OpenMath-Nemotron-1.5B,unsloth/Qwen2.5-Math-1.5B-bnb-4bit,2.0
nvidia/OpenMath-Nemotron-1.5B,Writer/palmyra-mini,3.0
nvidia/OpenMath-Nemotron-1.5B,Qwen/Qwen2.5-Math-1.5B,1.0
nvidia/OpenMath-Nemotron-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,12.0
nvidia/OpenMath-Nemotron-1.5B,unsloth/Qwen2.5-Math-1.5B,2.0
nvidia/OpenMath-Nemotron-1.5B,Qwen/Qwen2.5-Math-1.5B-Instruct,2.0
nvidia/OpenMath-Nemotron-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,12.0
nvidia/OpenMath2-Llama3.1-8B,allenai/llama-3.1-tulu-2-8b,2.0
nvidia/OpenMath2-Llama3.1-8B,microsoft/UserLM-8b,2.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q3_k_s,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q3_k_m,3.0
nvidia/OpenMath2-Llama3.1-8B,aisingapore/Llama-SEA-LION-v3-8B,3.0
nvidia/OpenMath2-Llama3.1-8B,arcee-ai/Llama-3.1-SuperNova-Lite,11.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q4_1,3.0
nvidia/OpenMath2-Llama3.1-8B,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,4.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q4_k_xl,3.0
nvidia/OpenMath2-Llama3.1-8B,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q6_k,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_iq4_nl,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_iq4_xs,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_bf16,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q6_k_xl,3.0
nvidia/OpenMath2-Llama3.1-8B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,2.0
nvidia/OpenMath2-Llama3.1-8B,meta-llama/Llama-3.1-8B-Instruct,2.0
nvidia/OpenMath2-Llama3.1-8B,unsloth/Meta-Llama-3.1-8B-Instruct,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q8_k_xl,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q5_k_m,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q5_k_xl,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q4_k_m,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q3_k_xl,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q4_k_s,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q4_0,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q5_k_s,3.0
nvidia/OpenMath2-Llama3.1-8B,dphn/Dolphin3.0-Llama3.1-8B,2.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q2_k,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q2_k_l,3.0
nvidia/OpenMath2-Llama3.1-8B,elyza/Llama-3-ELYZA-JP-8B,11.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_iq3_xxs,3.0
nvidia/OpenMath2-Llama3.1-8B,llama31_8b_instruct_q2_k_xl,3.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,2.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-3B,11.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-1.5B,1.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-1.5B,2.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Coder-7B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-7B,11.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Coder-1.5B,2.0
nvidia/OpenReasoning-Nemotron-1.5B,Gensyn/Qwen2.5-1.5B-Instruct,2.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-1.5B-Instruct,2.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-1.5B-Instruct,3.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,3.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,3.0
nvidia/OpenReasoning-Nemotron-1.5B,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
nvidia/OpenReasoning-Nemotron-1.5B,beyoru/Luna,
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-4B-Instruct-2507,11.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-1.7B-Base,11.0
nvidia/OpenReasoning-Nemotron-1.5B,allura-org/Koto-Small-7B-PT,
nvidia/OpenReasoning-Nemotron-1.5B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
nvidia/OpenReasoning-Nemotron-1.5B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-3B-Instruct,12.0
nvidia/OpenReasoning-Nemotron-1.5B,XiaomiMiMo/MiMo-7B-Base,
nvidia/OpenReasoning-Nemotron-1.5B,Tesslate/WEBGEN-4B-Preview,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-0.5B,11.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-4B-Thinking-2507,11.0
nvidia/OpenReasoning-Nemotron-1.5B,janhq/Jan-v1-4B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Math-1.5B,2.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-Math-1.5B,3.0
nvidia/OpenReasoning-Nemotron-1.5B,unsloth/Qwen2.5-Math-1.5B-bnb-4bit,3.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-4B-Thinking-2507-FP8,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-7B-Instruct-1M,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-4B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,PowerInfer/SmallThinker-3B-Preview,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Aurore-Reveil/Koto-Small-7B-IT,
nvidia/OpenReasoning-Nemotron-1.5B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
nvidia/OpenReasoning-Nemotron-1.5B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,11.0
nvidia/OpenReasoning-Nemotron-1.5B,Tesslate/UIGEN-X-4B-0729,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen3-1.7B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,fluently/FluentlyQwen3-1.7B,13.0
nvidia/OpenReasoning-Nemotron-1.5B,janhq/Jan-v1-edge,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Math-7B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Coder-0.5B,12.0
nvidia/OpenReasoning-Nemotron-1.5B,arcee-ai/Meraj-Mini,13.0
nvidia/OpenReasoning-Nemotron-1.5B,huihui-ai/Huihui-Jan-v1-4B-abliterated,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Coder-0.5B-Instruct,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Gensyn/Qwen2.5-7B-Instruct,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-7B-Instruct,12.0
nvidia/OpenReasoning-Nemotron-1.5B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Jurema-br/Jurema-7B,13.0
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-Coder-1.5B-Instruct,3.0
shadowml/BeagSake-7B,shadowml/WestBeagle-7B,1.0
shadowml/BeagSake-7B,shadowml/BeagleSempra-7B,1.0
shadowml/BeagSake-7B,mlabonne/OmniBeagle-7B,1.0
shadowml/BeagSake-7B,mlabonne/Beagle14-7B,3.0
shadowml/BeagSake-7B,AiMavenAi/AiMaven-Prometheus,3.0
shadowml/BeagSake-7B,mlabonne/NeuralBeagle14-7B,2.0
shadowml/BeagSake-7B,argilla/distilabeled-Marcoro14-7B-slerp,4.0
shadowml/BeagSake-7B,FelixChao/Sectumsempra-7B-DPO,2.0
shadowml/BeagSake-7B,CorticalStack/pastiche-crown-clown-7b-dare,12.0
shadowml/BeagSake-7B,flemmingmiguel/MBX-7B-v3,3.0
shadowml/BeagSake-7B,mlabonne/Marcoro14-7B-slerp,5.0
shadowml/BeagSake-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,13.0
shadowml/BeagSake-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,12.0
shadowml/BeagSake-7B,bardsai/jaskier-7b-dpo-v5.6,12.0
shadowml/BeagSake-7B,fblgit/UNA-TheBeagle-7b-v1,4.0
shadowml/BeagSake-7B,CultriX/NeuralTrix-7B-dpo,2.0
shadowml/BeagSake-7B,kevin009/llamaRAGdrama,
shadowml/BeagSake-7B,CultriX/NeuralTrix-bf16,3.0
shadowml/BeagSake-7B,mistralai/Mistral-7B-v0.1,
shadowml/BeagSake-7B,berkeley-nest/Starling-LM-7B-alpha,
shadowml/BeagSake-7B,Nexusflow/Starling-LM-7B-beta,
shadowml/BeagSake-7B,Intel/neural-chat-7b-v3-3,
shadowml/BeagSake-7B,Intel/neural-chat-7b-v3-1,
shadowml/BeagSake-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
shadowml/BeagSake-7B,SciPhi/SciPhi-Mistral-7B-32k,
shadowml/BeagSake-7B,HuggingFaceH4/zephyr-7b-beta,
shadowml/BeagSake-7B,BioMistral/BioMistral-7B-DARE,
shadowml/BeagSake-7B,mistralai/Mistral-7B-Instruct-v0.1,
shadowml/BeagSake-7B,BioMistral/BioMistral-7B,
shadowml/BeagSake-7B,dicta-il/dictalm2.0,
shadowml/BeagSake-7B,Biomimicry-AI/ANIMA-Nectar-v2,
shadowml/BeagSake-7B,PharMolix/BioMedGPT-LM-7B,
shadowml/BeagSake-7B,deepseek-ai/deepseek-coder-1.3b-base,
shadowml/BeagSake-7B,lmsys/vicuna-7b-v1.1,
shadowml/BeagSake-7B,AdaptLLM/medicine-LLM,
shadowml/BeagSake-7B,FelixChao/vicuna-7B-chemical,
shadowml/BeagSake-7B,lmsys/vicuna-7b-v1.5-16k,
shadowml/BeagSake-7B,FelixChao/vicuna-7B-physics,
shadowml/BeagSake-7B,lmsys/vicuna-7b-v1.5,
shadowml/BeagSake-7B,TinyLlama/TinyLlama_v1.1,
shadowml/BeagSake-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
shadowml/BeagSake-7B,TinyLlama/TinyLlama_v1.1_math_code,
shadowml/BeagSake-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
shadowml/BeagSake-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
shadowml/BeagSake-7B,EleutherAI/polyglot-ko-3.8b,
shadowml/BeagleSempra-7B,shadowml/BeagSake-7B,1.0
shadowml/BeagleSempra-7B,shadowml/WestBeagle-7B,1.0
shadowml/BeagleSempra-7B,mlabonne/OmniBeagle-7B,1.0
shadowml/BeagleSempra-7B,FelixChao/Sectumsempra-7B-DPO,1.0
shadowml/BeagleSempra-7B,mlabonne/NeuralBeagle14-7B,2.0
shadowml/BeagleSempra-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,11.0
shadowml/BeagleSempra-7B,mlabonne/Beagle14-7B,3.0
shadowml/BeagleSempra-7B,AiMavenAi/AiMaven-Prometheus,3.0
shadowml/BeagleSempra-7B,CorticalStack/pastiche-crown-clown-7b-dare,11.0
shadowml/BeagleSempra-7B,flemmingmiguel/MBX-7B-v3,3.0
shadowml/BeagleSempra-7B,argilla/distilabeled-Marcoro14-7B-slerp,4.0
shadowml/BeagleSempra-7B,mlabonne/Marcoro14-7B-slerp,5.0
shadowml/BeagleSempra-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,12.0
shadowml/BeagleSempra-7B,fblgit/UNA-TheBeagle-7b-v1,4.0
shadowml/BeagleSempra-7B,bardsai/jaskier-7b-dpo-v5.6,11.0
shadowml/BeagleSempra-7B,CultriX/NeuralTrix-7B-dpo,2.0
shadowml/BeagleSempra-7B,CultriX/NeuralTrix-bf16,3.0
shadowml/BeagleSempra-7B,kevin009/llamaRAGdrama,
shadowml/BeagleSempra-7B,mistralai/Mistral-7B-v0.1,
shadowml/BeagleSempra-7B,berkeley-nest/Starling-LM-7B-alpha,
shadowml/BeagleSempra-7B,Nexusflow/Starling-LM-7B-beta,
shadowml/BeagleSempra-7B,Intel/neural-chat-7b-v3-1,
shadowml/BeagleSempra-7B,Intel/neural-chat-7b-v3-3,
shadowml/BeagleSempra-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
shadowml/BeagleSempra-7B,HuggingFaceH4/zephyr-7b-beta,
shadowml/BeagleSempra-7B,SciPhi/SciPhi-Mistral-7B-32k,
shadowml/BeagleSempra-7B,mistralai/Mistral-7B-Instruct-v0.1,
shadowml/BeagleSempra-7B,BioMistral/BioMistral-7B-DARE,
shadowml/BeagleSempra-7B,BioMistral/BioMistral-7B,
shadowml/BeagleSempra-7B,dicta-il/dictalm2.0,
shadowml/BeagleSempra-7B,Biomimicry-AI/ANIMA-Nectar-v2,
shadowml/BeagleSempra-7B,deepseek-ai/deepseek-coder-1.3b-base,
shadowml/BeagleSempra-7B,PharMolix/BioMedGPT-LM-7B,
shadowml/BeagleSempra-7B,lmsys/vicuna-7b-v1.1,
shadowml/BeagleSempra-7B,lmsys/vicuna-7b-v1.5,
shadowml/BeagleSempra-7B,FelixChao/vicuna-7B-chemical,
shadowml/BeagleSempra-7B,lmsys/vicuna-7b-v1.5-16k,
shadowml/BeagleSempra-7B,AdaptLLM/medicine-LLM,
shadowml/BeagleSempra-7B,FelixChao/vicuna-7B-physics,
shadowml/BeagleSempra-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
shadowml/BeagleSempra-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
shadowml/BeagleSempra-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
shadowml/BeagleSempra-7B,EleutherAI/polyglot-ko-3.8b,
shadowml/BeagleSempra-7B,TinyLlama/TinyLlama_v1.1,
shadowml/BeagleSempra-7B,TinyLlama/TinyLlama_v1.1_math_code,
shadowml/WestBeagle-7B,shadowml/BeagSake-7B,1.0
shadowml/WestBeagle-7B,shadowml/BeagleSempra-7B,1.0
shadowml/WestBeagle-7B,mlabonne/OmniBeagle-7B,1.0
shadowml/WestBeagle-7B,mlabonne/Beagle14-7B,2.0
shadowml/WestBeagle-7B,mlabonne/NeuralBeagle14-7B,1.0
shadowml/WestBeagle-7B,AiMavenAi/AiMaven-Prometheus,3.0
shadowml/WestBeagle-7B,argilla/distilabeled-Marcoro14-7B-slerp,3.0
shadowml/WestBeagle-7B,flemmingmiguel/MBX-7B-v3,3.0
shadowml/WestBeagle-7B,mlabonne/Marcoro14-7B-slerp,4.0
shadowml/WestBeagle-7B,FelixChao/Sectumsempra-7B-DPO,2.0
shadowml/WestBeagle-7B,fblgit/UNA-TheBeagle-7b-v1,3.0
shadowml/WestBeagle-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,12.0
shadowml/WestBeagle-7B,CorticalStack/pastiche-crown-clown-7b-dare,12.0
shadowml/WestBeagle-7B,bardsai/jaskier-7b-dpo-v5.6,12.0
shadowml/WestBeagle-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,13.0
shadowml/WestBeagle-7B,CultriX/NeuralTrix-7B-dpo,2.0
shadowml/WestBeagle-7B,CultriX/NeuralTrix-bf16,3.0
shadowml/WestBeagle-7B,kevin009/llamaRAGdrama,
shadowml/WestBeagle-7B,mistralai/Mistral-7B-v0.1,
shadowml/WestBeagle-7B,Nexusflow/Starling-LM-7B-beta,
shadowml/WestBeagle-7B,Intel/neural-chat-7b-v3-3,
shadowml/WestBeagle-7B,berkeley-nest/Starling-LM-7B-alpha,
shadowml/WestBeagle-7B,HuggingFaceH4/zephyr-7b-beta,
shadowml/WestBeagle-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
shadowml/WestBeagle-7B,Intel/neural-chat-7b-v3-1,
shadowml/WestBeagle-7B,SciPhi/SciPhi-Mistral-7B-32k,
shadowml/WestBeagle-7B,BioMistral/BioMistral-7B-DARE,
shadowml/WestBeagle-7B,mistralai/Mistral-7B-Instruct-v0.1,
shadowml/WestBeagle-7B,BioMistral/BioMistral-7B,
shadowml/WestBeagle-7B,dicta-il/dictalm2.0,
shadowml/WestBeagle-7B,Biomimicry-AI/ANIMA-Nectar-v2,
shadowml/WestBeagle-7B,deepseek-ai/deepseek-coder-1.3b-base,
shadowml/WestBeagle-7B,PharMolix/BioMedGPT-LM-7B,
shadowml/WestBeagle-7B,lmsys/vicuna-7b-v1.1,
shadowml/WestBeagle-7B,FelixChao/vicuna-7B-chemical,
shadowml/WestBeagle-7B,FelixChao/vicuna-7B-physics,
shadowml/WestBeagle-7B,AdaptLLM/medicine-LLM,
shadowml/WestBeagle-7B,lmsys/vicuna-7b-v1.5,
shadowml/WestBeagle-7B,lmsys/vicuna-7b-v1.5-16k,
shadowml/WestBeagle-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
shadowml/WestBeagle-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
shadowml/WestBeagle-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
shadowml/WestBeagle-7B,EleutherAI/polyglot-ko-3.8b,
shadowml/WestBeagle-7B,TinyLlama/TinyLlama_v1.1,
shadowml/WestBeagle-7B,TinyLlama/TinyLlama_v1.1_math_code,
swiss-ai/Apertus-8B-2509,adamo1139/Apertus-8B-Instruct-2509-ungated,1.0
swiss-ai/Apertus-8B-2509,bigscience/bloom-560m,
swiss-ai/Apertus-8B-2509,bigscience/bloomz-1b1,
swiss-ai/Apertus-8B-2509,bigscience/bloomz-560m,
swiss-ai/Apertus-8B-2509,chatitcloud/UZI1,
swiss-ai/Apertus-8B-2509,google/gemma-3-1b-pt,
swiss-ai/Apertus-8B-2509,google/gemma-3-270m,
swiss-ai/Apertus-8B-2509,google/gemma-3-4b-it,
swiss-ai/Apertus-8B-2509,google/gemma-3-4b-pt,
swiss-ai/Apertus-8B-2509,nvidia/Llama-3.1-8B-Instruct-FP8,
swiss-ai/Apertus-8B-2509,kevin009/llamaRAGdrama,
swiss-ai/Apertus-8B-2509,CultriX/NeuralTrix-bf16,
swiss-ai/Apertus-8B-2509,CultriX/NeuralTrix-7B-dpo,
swiss-ai/Apertus-8B-2509,flemmingmiguel/MBX-7B-v3,
swiss-ai/Apertus-8B-2509,AiMavenAi/AiMaven-Prometheus,
swiss-ai/Apertus-8B-2509,bardsai/jaskier-7b-dpo-v5.6,
swiss-ai/Apertus-8B-2509,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
swiss-ai/Apertus-8B-2509,CorticalStack/pastiche-crown-clown-7b-dare,
swiss-ai/Apertus-8B-2509,SciPhi/SciPhi-Mistral-7B-32k,
swiss-ai/Apertus-8B-2509,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
swiss-ai/Apertus-8B-2509,Biomimicry-AI/ANIMA-Nectar-v2,
swiss-ai/Apertus-8B-2509,Nexusflow/Starling-LM-7B-beta,
swiss-ai/Apertus-8B-2509,mistralai/Mistral-7B-v0.1,
swiss-ai/Apertus-8B-2509,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
swiss-ai/Apertus-8B-2509,mlabonne/Marcoro14-7B-slerp,
swiss-ai/Apertus-8B-2509,google/gemma-2-2b-jpn-it,
swiss-ai/Apertus-8B-2509,FelixChao/Sectumsempra-7B-DPO,
swiss-ai/Apertus-8B-2509,fblgit/UNA-TheBeagle-7b-v1,
swiss-ai/Apertus-8B-2509,Intel/neural-chat-7b-v3-3,
swiss-ai/Apertus-8B-2509,AdaptLLM/medicine-LLM,
swiss-ai/Apertus-8B-2509,BioMistral/BioMistral-7B,
swiss-ai/Apertus-8B-2509,TinyLlama/TinyLlama_v1.1,
swiss-ai/Apertus-8B-2509,mistralai/Mistral-7B-Instruct-v0.1,
swiss-ai/Apertus-8B-2509,dicta-il/dictalm2.0,
swiss-ai/Apertus-8B-2509,berkeley-nest/Starling-LM-7B-alpha,
swiss-ai/Apertus-8B-2509,mlabonne/NeuralBeagle14-7B,
swiss-ai/Apertus-8B-2509,argilla/distilabeled-Marcoro14-7B-slerp,
swiss-ai/Apertus-8B-2509,mlabonne/OmniBeagle-7B,
swiss-ai/Apertus-8B-2509,lmsys/vicuna-7b-v1.1,
swiss-ai/Apertus-8B-2509,Intel/neural-chat-7b-v3-1,
swiss-ai/Apertus-8B-2509,lmsys/vicuna-7b-v1.5,
swiss-ai/Apertus-8B-2509,mlabonne/Beagle14-7B,
swiss-ai/Apertus-8B-2509,FelixChao/vicuna-7B-physics,
swiss-ai/Apertus-8B-2509,shadowml/BeagleSempra-7B,
swiss-ai/Apertus-8B-2509,HuggingFaceH4/zephyr-7b-beta,
swiss-ai/Apertus-8B-2509,lmsys/vicuna-7b-v1.5-16k,
swiss-ai/Apertus-8B-2509,BioMistral/BioMistral-7B-DARE,
swiss-ai/Apertus-8B-2509,shadowml/BeagSake-7B,
swiss-ai/Apertus-8B-2509,google/gemma-2-2b-it,
swiss-ai/Apertus-8B-2509,shadowml/WestBeagle-7B,
swiss-ai/Apertus-8B-2509,FelixChao/vicuna-7B-chemical,
swiss-ai/Apertus-8B-2509,TinyLlama/TinyLlama_v1.1_math_code,
swiss-ai/Apertus-8B-2509,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
swiss-ai/Apertus-8B-2509,Qwen/Qwen2.5-Math-7B-Instruct,
unsloth/Llama-3.1-8B,meta-llama/Llama-3.1-8B,1.0
unsloth/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,2.0
unsloth/Llama-3.1-8B,aisingapore/Llama-SEA-LION-v3-8B,3.0
unsloth/Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,2.0
unsloth/Llama-3.1-8B,dphn/Dolphin3.0-Llama3.1-8B,2.0
unsloth/Llama-3.1-8B,S4nfs/Neeto-1.0-8b,
unsloth/Llama-3.1-8B,gradientai/Llama-3-8B-Instruct-262k,11.0
unsloth/Llama-3.1-8B,allenai/llama-3.1-tulu-2-8b,2.0
unsloth/Llama-3.1-8B,microsoft/UserLM-8b,2.0
